content,sentiment
"plss lah, klo buat apk tu jangan nyusahin mau daftar malah kode nya ga ke kirim', sudah tau apk pemerintah ke gini digunakan untuk masyarakat umum ada masalah pengiriman kode sms tidak langsung ditangani, merepotkan sekali",Negatif
Susah dapetin otp nya dari ubah akun email,Negatif
"sudah masukin no yg aktif terus ada pulsa juga buat daftar tapi ga dikirim kirim kode otp nya, bingung kesalahannya dimana? haduh",Negatif
Mntap,Negatif
Sering eror terkait rujukan padahal belum habis masanya. Mengakibatkan harus daftar langsung di rumah sakit padahal rs yang di tuju cukup jauh dari rumah,Negatif
Mantap,Positif
"Ribet sekali registrasinya, mau masuk aplikasi aja terkendala emulator apalah itu.. , sangat tidak praktis, pdahal internet bagus",Negatif
Lelet!!!!!,Negatif
"Cuma ngurus verifikasi aj lama bgt daftar 3 kli gk bisa, apa lg ngurus orang sakit kacau.",Negatif
terima kasih sangat membantu...,Positif
"Kode Verifikasi lewat email yang terdaftar tidak muncul², sedangkan lewat sms nomor yang terdaftar nomor hp nya sudah mati, jadinya sulit mendaftar dan mengubah ke nomor hp yang aktif.",Negatif
Sangat 6,Positif
"proses register nya susahh banget, kode Verifikasi email ga muncul"" lewat sehari baru muncul. Menyusahkan",Negatif
"saya mendownload kartu kis, keterangan sudah berhasil terkirim ke email saya, tp saya cek di email tidak ada pesan masuk sama sekali dari JKN padahal email-nya sudah benar",Netral
terlalu sulit byk verifikasi no telp kode verifikasi email verifikasi. dan notif verifikasi tidak masuk2 sampe waktu habis selalu mengulang tidak berhasil2 masih 1 kartu keluarga saja email harus satu2 . mohon solusi kemudahan,Negatif
Aplikasi ga guna,Negatif
Apk nya sangat bagus,Positif
"aplikasi butut, mau ganti email ga dapet kode verivikasi padahal email udah bener",Negatif
Oke,Positif
Mantap mobile JKN...👍👍mudah penggunaannya..😊😊👍👍,Positif
"Verifikasi emailnya ga muncul2, kereset mulu, kyk enak aja ketik ulang registrasi berulang kali",Negatif
Knp y minta code frivikasi susah kali,Negatif
"Verivikasi SMS berbayar pengiriman nomor verifikasi lama trus tidak berlaku, kirim lagi pulsa ditarik lagi, verivikasi lama dan tidak berlaku lagi begitu seterusnya sampai pulsa saya habis. Begitu pula Verivikasi melalui email. Perbaiki lagi min! Sekarang bintang 1 dulu",Negatif
Mantap,Positif
bagus,Positif
Terimakasih mobile JKN,Positif
Ok,Positif
"Minta nomer vertifikasi lewat email, kaga ke kirim2, payah",Negatif
"Verifikasi gagal terus padahal ada pulsa, internet lancar",Negatif
Oke,Positif
Kk tolong dong.. Saat verifikasi email y dipermudahkan. Setiap masuk k laman email.. Menunggu verifikasi y lama g masuk 2 n saat mau masuk lg k laman jkn malah keluar lg..,Negatif
Sangat bagus,Positif
sampai pulsa habis puluhan ribu gabisa daftar gabisa dapat pesan kode OTP Email.aplikasi tidak berguna,Negatif
Gua daftar berkali-kali selalu gagal terus. Padahal pulsa udh ada cuma selalu gagal terus. Aplikasi buruk ini. Najiss,Negatif
setelah di update aplikasi tidak bisa dibuka mohon solusinya,Netral
Aplikasi sangat membantu,Positif
Keren,Positif
Bagus,Positif
Tidak bisa daftar akun,Netral
lemot dan lelet susah mau masuk bikin habis pulsa,Negatif
"tolong ya tim, ini otp nya ga masuk"", waktu tunggu resend otp nya pun sangat lama. lalu yg kedua, notel saya sudah kebaca terdaftar padahal belum pernah lakukan registrasi di apps ini, apakah relate dgn aplikasi JMO?",Negatif
"Tolong bantuannya untuk dipermudah verivikasi no. Telpon dan email gagal terus, Paket data banyak, jaringan mendukung tetap tidak bisa",Negatif
mantap,Positif
"Tolong dibenerin lagi untuk pendaftaran nya karena untuk mendaftar aja harus terhambat dengan kode verifikasi yang nunggu nya lama apalagi terkadang kode nya tidak masuk semoga bisa diperbaiki secepatnya karena kita gak tau berapa banyak orang yang kesusahan karena layanan yang lambat, terimakasih",Negatif
gak bisa di buka data tidak di temukan sistem offline aneh bgt kirim email gak bsaa truss gak masuk2 kode nya kis nya juga gak msuk2,Negatif
"Aplikasimu ra jelas kang, ora kenek di daftarne",Negatif
Sangat membantu,Positif
Ok,Positif
Terimakasih Tuhan YESUS Memberkati BPJS,Positif
Sangat bermanfaat,Positif
Daftarnya jadi susah gara gara nunggu kode OTP hape sampe Berjam jam hasilnya nihil gak bisa daftar email juga sama hadeh,Negatif
Keren sangat membantu,Positif
Bagus,Positif
"Sekarang ko tambah ribet ya, mohon penjelasannya, dan aplikasi tidak bisa di buka, muncul notifikasi, "" demi keamanan aplikasi mobile JKN tidak bisa berjalan pada emulator atau perangkat yang sudah di root, mohon penjelasannya terimakasih",Negatif
Nyesel download apk ini mending langsung ke puskesmas terdekat login pakek aplikasi ini tidak terverifikasi mau di verifikasi billing eror ganti nomer Ndak bisa lama sekali Ndak di balas,Negatif
"Daftar JKN mobile ga bisa ,, email dari BPJS tidak masuk",Netral
Pelayanan bagus,Positif
"daftar 10kali tetep aj gagal kode verikasigk dikirim sangt"" menyebalkn",Negatif
ok,Positif
Good,Positif
Meringankan biaya pengobatan dan pelayanan baik,Positif
"Saya sudah 3kali mnta verifikasi trus saya isi semua ada gngguan. Mau smpe kapan trus pulsa sya potong trus gimna sih,bukanya lebih efisien malah bikin rugi heyy!!!!",Negatif
Cukup baik,Positif
"Mantap, saya tukar faskes. Ngurusnya cuma 1 menit. Emeijing",Positif
"APA SI INI APLIKASI MAU BEROBAT AJA SUSAH, UDAH MAU DAFTAR KODE OTP NOMOR HP G MUNCUL MUNCULL GIMANA MAU DAFTAR NYA RIBETT BANGET BELI NOMOR BARU JUGA SAMA",Negatif
Mau tanya . Mau menambahkan peseta KK ka blum terdapar husus untuk yang sudah menikah,Netral
Sangat memuaskan,Positif
"Aplikasi jkn cacat, call costumer service bayar, otp bayar, semua bayar, ampas",Netral
"gua kalo gak gara2 mau perpanjam SIM males bgt nginstal apk ini, minta verifikasi sms lama bgt, gimana mau daftarnya kocak.padahal jaringan sangat aman.",Negatif
dzolim...,Negatif
"ngga bisa daftar stuck di otp gmail udah lama nunggu tpi ngga masuk masuk, solusi nya min gimna ini ?",Negatif
Kenapa kode verifikasi nya tidak muncul di email padahal email aktip,Negatif
tingkatkan lagi dong kualitas servernya web appnya,Positif
"Mana ini fix bug emulator emulatornyaaaa??? Sudah luwwwaama ini, developernya ngapain sihh??",Negatif
Sangat membantu,Positif
Tidak di kirim kode verifikasi emailnya padahal alamat email udah bener,Negatif
Aplikasi mudah di gunakan Tingkatkan lagi aplikasi,Positif
"Akun gak bisa daftar, pas daftar katanya udh pernah bikin, pas mau coba masuk suruh daftar lagi, haduuuh :(",Negatif
"Sebenar y selama ini daftar k rs sllu pke aplikasi rs bukan dr jkn, skrng per 1 nov 2024 d hruskn daftar lwt jkn..mslh y aplikasi jkn d hp sy tertulis tdk berfungsi/ jkn tdk bisa d download d hp, entah bermslh d hp y at apa..bahkn org yg bertugas d rs aja g bs bantu d kata pny hp yg lain g? Maksud lo..d sruh bl hp baru biar bs Download..blm berobat aja dh d susahkn sm Pendftran y...",Negatif
Mantab,Positif
Gak bisa di buka,Negatif
Lola minta kode verifikasi j gk di bles²,Negatif
cepat dan mudah tuk perubahan data lewat HP/ Internet,Positif
Registrasi aja susahnya minta ampun,Negatif
"Kenapa kode verifikasi email tidak masuk? Sudah mencoba ganti email tapi tetap tidak masuk, kalo untuk verifikasi no hp langsung bisa. Gimana solusinya?",Negatif
Mantap,Positif
"Demi apapun ini aplikasi sepertinya sengaja buat naik darah,semuanya dipersulit, iya semuanya, mulai dari registrasi sampai setelahnya, lah saya baru registrasi pakai nomor hp yg aktif, waktu selesai registrasi harus verif, nah kok bisa bisanya disuruh verif dari otp yg dikirim ke no lama? Padahal ngga pernah masukin itu nomor di jkn",Negatif
Maaf ksi bintang 1... Krn check in tdk bsa dri rmah hrus 1km dri rs .. Jdi bikin ribet untk sy yg pnya mertua tdk bsa pke hp android... Tlong d rbah check in nya agar bsa dri mn sja.... 🙏,Negatif
Bagus...,Positif
Apk?,Negatif
sangat bagus,Positif
sangat membantu n mepermudah,Positif
Sangat memuaskan❤️,Positif
"Kalau ada bintang 0,,gw pasti kasih bintang 0,,,bela belain beli pulsa biar bisa kirim otp tetap saya tidak bisa,,,apk bobrok",Negatif
"Kenapa jkn mempersusah pendaftaran,",Netral
"kode otpnya lama banget, ga usah ngasih tau jaringan, jaringan sy ga se kampung itu",Negatif
"Ribet banget pake aplikasi ini minta verifikasi terus menerus dan tiap verifikasi data yg diisi terlalu banyak dan terlalu sering dioper2 untuk langkah2nya terus juga sering ditemukan bug atau error nya, menurutku ini ribet untuk yg pertama kali make ya",Negatif
Mudha,Negatif
Aplikasi tolol yg buat orang yang gak berkompeten kalah sama aplikasi pihak swasta,Negatif
Sejauh ini baik dan belum ada masalah yang terlalu rumit dan masih bisa diatasi berkat bantuan dan kerjasama antara petugas klinik dan bpjs ☺️,Positif
Mantap,Positif
"untuk mendaftar rujukan lagi kenapa yg tertera ada nya tanggal sebelum nya , dan tidak muncul untuk tanggal berikutnya , tolong dibenahin dong trimakasih",Netral
"Saya gak bisa daftar,,,,kode OTP tidak masuk2 ke email...kacauuu",Negatif
Aplikasi ini sangat berguna sekali..,Positif
Ini apk nya gimna sih di lupa pasword udah pake email pake hp beberapa kali tetep ga muncul di email dan di sms. Email harusnya juga udah bener susah banget ini apk,Negatif
"Saya mau ubah alamat RS gak bisa, bacaanya koneksi GPS anda padahal jaringan saya bagus gi mna ni...dong solusinya min",Negatif
"HP katanya di root padahal ga kena root, gmn ini saya pake aplikasi nya. Mau di benerin gimana masa hrs ganti HP Pernah buka juga di HP anak sama aja di root juga, banyak aturan tp ga jelas aplikasinya bikin emosi",Negatif
Baru daftar akun mobile jkn dengan nomer HP sendiri pas masuk tiba tiba verifikasi nomer lain yang harus verifikasi mana bisa,Netral
Top,Positif
Sangat membantu,Positif
Sangat sulit mendapatkan kode otp dri SMS dan email. Tlng aplikasi nya lebih di upgrade yaa. Sampe skrng saya GK bisa2 daftar,Negatif
"Aplikasi Qontol, verifikasi email aja gagal trus, gak ada kode dari email, emang Babi nih aplikasi 😠😠😠😠😠😡😡😡😠😠😠😠😠😠",Negatif
"Aplikasi nya mudah di gunakan dan di pahami,,,",Positif
"Sangat sulit sekali untuk daftar saja , email yg d ketik sudah benar buat verifikasi nya tp gak dapat nomor verifikasi/gak di kasih nomor verifikasi nya sudah bberapa x d cba ulang terus menerus .. Tetep aja hasil ny gak ada ...",Negatif
Mudah penggunaan,Positif
OTP EMAIL NYA KENAPA NGGAK MASUK,Negatif
Bak dan mudah,Positif
Sangat bagus,Positif
"gk heran si aplikasi pemerintah, susah banget mau registrasi nya , keluar aplikasi mau cek email, harus ngulang dari awal lagi potong pulsa lagi, nyusahin banget sumpah !!!!!!!",Negatif
Verifikasi email 1 jam belum dapet kode itu apa ? 3x kirim ulang kode otp (600 detik) ga dapet dapet Pegawai korup Aplikasi korup,Negatif
Coba daftar sudah 1 Minggu tidak bisa ..padahal no telp masih aktif ...,Negatif
Terima kasih,Positif
Cukup bagus smoga lbh di tingkat kan lagi,Positif
"Gimana ini tolong dong jangan cuma menanggapi ulasan positif aja. aplikasinya tidak bisa dibuka malah muncul notif ""demi keamanan aplikasi tidak dapat berjalan pada perangkat yang telah dilakukan root""",Negatif
Semoga dengan adanya apk mobile jkn ini mempermudah proses ke fasilitas kesehatan saat sedang membutuhkan,Netral
"Aplikasinya bego, sudah hampir 4 hari mau cetak kartu online, tapi ga bisa bisa, padahal keterangannya berhasil KARTU KIS DIGITAL DIKIRIM KE ALAMAT EMAIL, tapi pas buka email kartu digitalnya ga masuk masuk, email-nya juga udah sesuai tapi pas ngirim kode verifikasi juga ga bisa bisa",Negatif
Sangat membatu d bidang kedehatan,Positif
"Mohon maf kenapa untuk kode otp email tidak dapat"" ya padahal sudah bener emailnya udah di coba banyak email ttp aja gk dapat"" kode otp",Negatif
"Terimakasih ,semua dimudahkan👍🙏",Positif
"Lelet banget ini server bagaimana masyarakat mau terlayani dengan cepat ruwet, bikin emosi aja...",Negatif
Sebab Pendaftaran akun aja ga jelas,Negatif
Mau daftar susah lama bgt nungguin nya jngn bilang karena alasan jaringan atau nomer salah ya coba tolong perbaiki istri saya mau berobat lagi hamil lohhh,Negatif
Kenapa pas mau daftar nunggu verifikasi email tidak bisa terus padahal email sudah benar mohon solusinya,Negatif
"Iki niat nggawe aplikasi to gak to, setiap masuk kode otp selalu lama, apakah aplikasinya sudah tidak diperbarui lagi, atau memang sudah tidak digunakan..?",Negatif
perangkat tidak komplatible dngan prangkat ini kenapa ya,Negatif
"Mau daftar aja susah banget, gimana mau pake?",Negatif
"Verifikasi lewat SMS gagal terus ,, bikin ribet",Negatif
"Susah verifikasi kode OTP,,tidak ada kode OTP masuk,,padahal nomor hp aktif,email juga aktif,,jaringan udah oke,,pulsa juga ada,, Tolong untuk di perbarui lagi,,supaya mudah untuk pendaftarannya",Negatif
"Min, kenapa mau kirim kartu bpjs ke alamat email gk bisa ya? Pdhal alamat emal sudah jelas, terima kasih",Netral
"Serba online, jadi lebih gampang.",Positif
Mohon di perbaiki kirim OTP ke no HP masa sampai 10 kali ngak ada satupun OTP yg masuk,Negatif
"Sulit saat verifikasi nya,mana per sesi nya harus nunggu 299 detik, ini sampe ngabisin waktu 1 jam lebih cmn buat nungguin kode verifikasi doang padahal jaringan bagus, pulsa ada, ini kenapa ko gini si pelayanan nya, bukannya mempermudah malah makin sulit, mana lagi urgent, kenapa gak ke WA aja kirim kode virifikasinya",Negatif
Tolong dong ini mau verifikasi email kode ko ga bisa d tggu kode ny ga muncul muncul di email,Negatif
Kode otp nya ga masuk2,Negatif
Verifikasi email susah🙂,Netral
aplikasi aneh nunggu otp lewat email gamasuk2,Negatif
"Utk OTP via Email dan no. Hp, sering terjadi kendala",Netral
Proses daftar ga dapat kode verifikasi email. Padahal udah 3 Email masih aja ka dapat Kode verifikasi nya,Negatif
Gimana nih otp ga keluar keluar mana lama lagi waktu nya lawak kali,Negatif
Terima kasih karena memudahkan kami dalam pelayanan kesehatan,Positif
Pendaftaran sangat sulit/ribet,Negatif
"Mohon dibantu, proses daftar jkn gagal terus",Netral
"Kode otp di emal lama g masuk2..udah tlp cal center 2x data sudah benar tapi udah ku coba berulang2 tetap gak dapat kode otp di email ,,udah menghabiskn pulsa hasil 0..mohon di permudah ..rakyat di paksa ngikutin prosedur harus punya jkn mobil tapi pemeritah y yg gagap g bisa atisipasi memberikn layanan yg mudah",Negatif
Alhamdulilah ..mantap,Positif
"Ini kenapa aplikasi menunggu kode verifikasi ngga muncul2, bukan memudahkan malah menyusahkan",Negatif
apk cacat,Negatif
Pelayanan online yg sangat baik,Positif
"Good app, terimakasih 👍🙏",Positif
Otp pendaftaran tidak di kasih,Negatif
Aplikasi tidak dapat mengirim kode verifikasi gmail,Netral
Waktu pendaftaran kode verifikasi email-nya ga muncul muncul Perbaikin lagi dah aplikasinya masa sekelas aplikasi kesehatan harus nunggu hari kerja kalo ada yang sakit dadakan terus mau daftar gimana,Negatif
Kode verifikasi gk mau muncul,Negatif
Ngga bisa di buka....udah daftarnya ribet,Negatif
Daftar Kok susah Amat Kenapa ini Buat Verifikasi Nomer HP Kode OTP langsung masuk Sedangkan Buat Verifikasi Email enggak masuk-masuk Kode OTP nya Udah Coba Gonta-Ganti Email Tetap Gak Masuk Gimana Sih Daftarnya,Negatif
"Menurut saya apikasi ini masih keadaan beta, belum sempurna dan masih banyak hal² yang membuat saya jengkel.",Negatif
Ora satset gok,Negatif
"Kis digital berhasil dikirim ke alamat email, nyatanya berulang ulang cek email selalu kosong.",Netral
Tidak bisa mengirim kode otp nomer telepon dan email.. jadi gak bisa daftar .,Negatif
membantu,Positif
"sangat jelek. masa berobat harus pake aplikasi. orang sakit bukannya segera diurus, malah sibuk masalah administrasi. aplikasi error lah, data pasien typo hingga ga bisa d proses. mending hapus aja aplikasi ini. sangat tidak berguna. percuma bayar bpjs tiap bulan. ga bisa dipake. kalau kerja serius. mending kalian nganggur aja kalau ga bisa kerja. giliran nerima iuran bulanan, cepat. giliran di pake ga bisa. aneh",Negatif
Gmna caranya biar aplikasi mobile jkn nya bisa kebuka lagi Soalnya lupa username Sama password Mohon bimbingannya 🙏,Netral
"lama semua, sms udah isi pulsa gak masuk kode nya, yang email lama kode vertifikasi nya padahal udah bener, kalau gagal lama, suruh pindah tempat faskes malah jadi lama, serba lama",Negatif
"Saya tidak bisa melakukan verifikasi akun, saya ingin mengganti faskes saya tapi tidak bisa karena setiap verifikasi akun selalu eror. Mohon respon dan bantuan nya.",Netral
apk kok cuma muter aja mind padahal aku uda nuruti ke update versi terbaru smua langkah udah kupakek... dan hasil nya gak bisa2 logi. ..ada apa dg ini..apk pemerintah dana bermilyar2 kok gak cepat tanggap,Negatif
Stiap masuk ada tulisan emulator atau prangkat yg telah di lakukan root.ini gmna ngatasi nya ga bisa msuk,Negatif
"Aplikasi tdk bisa berjalan. Setelah dilakukan root. Sudah dicoba unistal, download lagi. Hapus chace. Masih saja begitu. Mending di unistal saja sekalian.",Negatif
"Bagus untuk pendaftaran onlen,datang tinggal daftar lagi cek kesehatan.",Positif
"Memudahkan saat pendaftaran ke faskes pertama ataupun lanjutan, tidak perlu datang awal, cukup daftar online dan datang sesuai jadwal dokter datang.. efisien waktu. Untuk ke dala yang bertuliskan 'offline tidak bisa akses' kalian hanya perlu klik/pilih jaringan saja setelah itu bisa diakses kembali kok. Rekomended",Positif
Perubahan data lebih mudah ...🙏👍,Positif
"Semoga semakin membantu fitur2nya, terutama agar makin mudah penggunaannya bagi peserta bpjs.",Netral
Bagus mudah,Positif
kalo bisa per 1 bulan ganti faskesnya tapi bersyukur ada apk ini sangat membantu,Positif
Untuk kode otp bisa lah buat kirim ke wa untuk dapatkan kode otp nya kode otp email nya gak bisa,Netral
Sangat baik,Positif
kenapa tiba2 hilang ya aplikasinya,Negatif
"Aplikasi kaga jelas, cuma ngabisin anggaran doank.",Negatif
Semoga sesuai harapan,Positif
Mau daftar aja sulit.,Negatif
"Ga jelas, kode otp lama ga muncul muncul entah lewat no hp atau email. Ganti semua juga ga muncul. Ga guna bgt",Negatif
"Mau update aplikasi muncul notif ""aplikasi ini tidak kompatibel dengan perangkat anda. Harap hubungi developer untuk info lebih lanjut"" , seharusnya aplikasi JKN ini dibuat untuk bisa dipakai di OS yg jadul krn aplikasi JKN ini banyak dipakai untuk masyarakat miskin yang buat makan saja susah apalagi beli HP baru.",Negatif
"Ini program ada pegawainya gak sih sebenernya? Ngirim kode verifikasi saja sampe 10 kali gak terkirim-kirim, mana situasinya urgent lagi. Kalau memang gak niat buat program ya sudah biar lapor langsung ke pemerintah.",Negatif
Nanti dinilai lagi,Negatif
"Ini gimana sih kak, akun belum terverifikasi nih setelah melakukan verifikasi otp nya gk pernah dikirim kirim...hmmzzzz aneh aneh.",Negatif
aneh ga bisa verif,Negatif
Sangat membantu sekali,Positif
anak saya tidak bisa verifikasi data KTP krn belum punya ktp.. sdg status nyangkut di verifikasi no hp gimana?,Negatif
Susah verifikasi email. Menunggu 1 hari tidak ada email verifikasi masuk. Tolong perbaiki,Negatif
heran aplikasi mau daftar aja sulit alasan no hp sudah digunakan padahal belum pernah daftar,Negatif
Sangat Bermanfaat Aplikasi JKN ini,Positif
"Apa ini saya nunggu verifikasi dikirim ke email dan nomor telepon ga muncul muncul. Saya coba sampe besoknya pun ga muncul. Padahal nomor hp dan email sudah sesuai, masih aktif. Saya kirim bentuk kartu KIS nya ke email juga ga masuk sama sekali. Sangat menyebalkan. Saya kesal sampai ke ubun ubun. Kesal sekali",Negatif
Dari semalam masukin jkn bagian email susah banget...kode verifikasi nya ga terkirim2 ke email!!!!!!!,Negatif
"Aplikasi tidak bisa dibuka di hp saya dan harus upgride, dan tidak kompitable lg, kalau bisa tolong aplikasi versi lama jg harus bisa akses, ,",Negatif
"Makin mudah digunakan aplikasi ini, terimakasih",Positif
Pembaharuan terus ya tsay 1 tahun ada kali 10 pembaharuannya hhmm,Netral
Sulit untuk masuk ke aplikasi ini,Negatif
"Saya mau mencetak kartu BPJS ,kenapa tidak mau muncul di email terdptar ,sudah ber kali kali tetapi tidak mau muncul ,🤦🤦",Negatif
Fakta respon,Negatif
"Minta kode otp aja harus pake pulsa, udah kaya mau buka mobile banking aja.",Netral
Disuruh update tapi gak bisa diupdate,Negatif
Sipp mantap dan membantu,Positif
"untuk kirim kode verifikasi lama . bahwa dicoba lain haripun, kode verifikasi yang kemarin belum terkirim sama sekali. gimana ini?",Negatif
Aplikasi tambah ruet,Negatif
"Gak ada kode masuk, sms maupun google. Gimana nih?",Negatif
Mudahkan user untuk bisa lakukan verifikasi sudah 2 hari menunggu notif tidak pernah muncul,Netral
Sangat membantu. Praktis.,Positif
BPJS kesehatan semakin maju dan semakin baik pelayanannya di masa-masa mendatang.,Positif
Verifikasi email tidak masuk,Negatif
"Aplikasi gajelas ngabis ngabisin pulsa doang, Pertama verifikasi nomor gabisa, sekarang giliran bisa verivikasi nomor, malah verifikasi email yang gabisa. Kode OTP nya ga masuk masuk",Negatif
Kode verivikasi GK muncul di email gimana si,Negatif
Aplikasi ini sangat membantu masyarakat untuk masalah kesehatan,Positif
aplikasi sampah kayak mana pemerintah buat apk aja ga becus,Negatif
Puas sekali,Positif
baik dan membantu,Positif
Aplikasi kok tidak dapat verifikasi apikasi babi,Negatif
"1.Pas daftar masukin nomor telp yg biasa saya pakai,pas verifikasi malah dikirim ke nomor asing yang saya bahkan gatau itu nomor siapa 2.Niatnya mau coba ganti data no telp lewat webnya Pandawa,malah gabisa input data cuman bisa upload swafoto aja data yg lain gabisa di tap padahal internet bagus udh di refresh bolak balik 3.Mau nyoba verifikasi lewat email juga gak kekirim kirim kode verifikasi nya ke email padahal internet bagus , email aktif juga sampai dicoba ke 3 akun juga sama semua",Negatif
mantap,Positif
"Woyyy giman ini? Ga jales, veriifikasi aja susah pisan, ga jelas ni apk nya lah Kesel banget sumpahhh..",Negatif
Verifikasi data gak bisa mau no hp atau email tetep gak bisa,Negatif
Overall sangat memuaskan memenuhi kebutuhan Memberi Manfaat warga Indonesia. Barokallah Godbless Us.,Positif
"mau daftar akun, verif otp aja luama, pake nomor lain pun jg sama, kode otpnya ga dikirim"" mana nunggu 2rts detik, minta tlg segera diperbaiki ya",Negatif
"Saya sangat menyesal download apk ini, saya gabisa dapat verifikasi kode email saya, kenapa ya. Padahal sudah bener email saya.bagian yang lain bisa kenapa apk ini tidak bisa. Jawab",Negatif
Kode otp lama sekali msuknya.. sudah berkali2 minta kirim ualang otp tetapi tidak masuk2 jg,Negatif
Aplikasi gagal!!,Negatif
Untuk veifikasi email susah banget dapat kodenya,Negatif
Tidak diberi Verifikasi nomor atau email padahal keduanya sudah benar TDK ada kesalahan.bad bad bad,Negatif
Oke bnget,Positif
sangat membatu,Positif
"Maaf saya pengguna baru aplikasi ini,tolong untuk aplikasi ini diperbaiki lagi dua kali saya mau ambil nomor di sini tetap tidak bisa nomer antrian tidak muncul",Negatif
Membantu,Positif
"Aplikasi apa ini,anggaran besar tapi buat aplikasi saja nga beres,verifikasi email kode otp tidak dikirm2 kode captcha sulit di tebak",Negatif
"aplikasi tidak bisa di gunakan untuk hp dengan spesifikasi rendah, ingat tidak semua pengguna orang mampu, apalagi peserta KIS PBI, wajib pakai aplikasi ini untuk periksa bukan solusi",Negatif
Sangat membantu,Positif
Baik,Positif
"Lag teruss, tiap verivikasi akun kayak nomor telepon dan Gmail gak pernah masuk kodenya sebel bangett jdi mau pembayaran susah!",Negatif
Tidak jelas,Negatif
Sama sekali ga bs daftar,Negatif
"Gimana ni apk, kagak bisa dibuka, katanya perangkat di root, root apanya coba, ini apk menyangkut kesehatan orang se indonesia lho, tolong lah yang bener bikin aplikasi, daftar manual, pdhl udh brngkat jm stngh 6 pagi, endingnya dpet antrian 50...kalo belom siap buat apk mending nggk usah deh...plis",Negatif
Good,Positif
Bagusss bangett,Positif
"Gimana ini mau masuk aja susah nya minta ampun, tolong penjelasan ini?",Negatif
Mau daftar gak muncul2 kode otp Busuk,Negatif
"Terimakasih banyak, lebih mempermudah",Positif
"Aplikasi jelek! Mau buka app saja tidak bisa karna muncul notif : Demi menjaga keamanan aplikasi Mobile JKN tidak bisa berjalan pada emulator atau perangkat yang telah dilakukan root. Berulang2x dicoba di hp laen sampai bisa, mau verifikasi saja sms tidak masuk ke no hp terdaftar, dicoba lagi ulang2x tetap tidak ada sms. Setelah akhirnya bisa masuk 1x, langsung pulsa kepotong. Eh mau buka menu2 nya, harus verifikasi lewat sms lagi dan lagi dan lagi2 gagal verifikasi terusss...",Negatif
Sangat puas,Positif
Nomor yang dipakai malah tidak bisa digunakan padahal saya sudah masuk untuk verifikasi tapi malah tidak penah terkirik kode OTP nya mohon diperbaiki,Negatif
Tidak bisa mendaftar kode selalu tidak muncul mohon diperbaiki,Negatif
"Aplikasi congok, nunggu 300 detik 3x buat verifikasi email. Gak dpet2 kode. Gila gila, IT pada mati kali ya ? Apa the next tsk korupsi nih ?",Negatif
Karena aplikasi mobile JKN sdh menolong mempermudah sy dan keluarga saya.Terimakasih Mobile JKN,Positif
Sangat membantu,Positif
ok,Positif
Untuk registrasi sangat sulit padahal nomer email sudah benar bahkan sudah daftar email baru tapi kode otp ttp saja ga muncul,Negatif
"Setiap mau menggunakan aplikasi ini, selalu harus update.. Jika tidak update, aplikasi tidak bisa digunakan. Perlu berapa kali update sih? Sangat menganggu sekali..",Negatif
Sangat mudah dan sangat membantu,Positif
Sangat berguna,Positif
Respon sangat cepat.,Positif
"Aplikasi sampah.. banyak bug yg gak jelas buat pusing kepala, giliran pembayaran iuran macam jalan tol , giliran dipake berobat , saat datang ke rmh sakit banyak masalah klien buat gara2 aplikasi klen brengsek..Saking repotnya pasien makin tamabh sakitnya, sakit hati biar tau klen",Negatif
Pesan verifikasi data selalu bermasalah dan tidak terkirim. Itu menjadi suatu masalah ketika ingin mengubah data,Negatif
sangat membantu masyarakat,Positif
Tidak bisa daftar login,Netral
"TOLONG DIRESPON! Saya terkendala lupa password, tapi setiap saya akan verifikasi entah itu lewat nomor hp ataupun email, saya tunggu cukup lama namun kode tidak kunjung masuk di nomor hp ataupun email saya. Sudah saya coba berulang. Terimakasih",Negatif
Good,Positif
Bagus,Positif
Kenapa kode registrasinya lama banget di kasih? Sekelas aplikasi instansi negara Lama banget dah. Biasanya aplikasi lain Regis langsung dikasih kurang dari 10 detik.,Negatif
"Aplikasi kurang baik, masa udah 3 kali kirim email tapi ga masuk"" Kode verifikasi ke email yang dipake. Payaaaah kalo belum siap dengan aplikasinya mendknh sempurnain dulu biar ga nyusahin masyarakat.",Negatif
Buat daftar aja rumit udah kirim nomer tapi tetep aja nggak masuk kode verifikasi,Negatif
"Aplikasi apaan kayak gini, mau daftar aja susah, giliran udah bisa daftar malah ga bisa verivikasi, nomor berubah sendiri.. aneh!!!",Negatif
Gak bisa login,Negatif
Good,Positif
"TOLONG LAH, KIRIM VERIFIKASI KE EMAIL/SMS AJA SUSAH NYA MINTA AMPUN! SEPELE BGT LOH MASALAH KAYA GINI KALO MEMANG ADA BUG/SISTEM EROR MASA IYA GAK BISA DI FIX SAMA TIM IT KALIAN",Negatif
"susah mendapatkan kode otp verifikasi nomor telepon dan Gmail, padahal jaringan bagus. Katanya apk untuk mempermudah tapi faktanya malah mempersulit. Pulsa hangus sia² tidak menghasilkan apa².",Negatif
"Kasih bintang 2 dulu, verifikasi otp-nya lama sekali, kukira bakalan cepat ternyata lama banget",Negatif
Bagus sekali,Positif
apk gajelas bgt verif email se abad,Negatif
Bagus sekali,Positif
